id,time,y
49,4,35.910877
50,0,26.630747
50,1,35.828297
50,2,34.58572
50,3,35.24361
50,4,39.20034
51,0,44.432442
51,1,52.266373
51,2,56.757454
51,3,61.799629
51,4,61.214115
52,0,41.242241
52,1,55.560875
52,2,53.015327
52,3,54.477585
52,4,49.600204
53,0,20.535204
53,1,27.630091
53,2,28.719007
53,3,25.33345
53,4,30.665987
54,0,48.911556
54,1,46.481262
54,2,62.108696
54,3,62.52681
54,4,58.858894
55,0,57.057621
55,1,60.311878
55,2,66.877304
55,3,70.558296
55,4,77.710777
56,0,40.482407
56,1,48.071732
56,2,51.509483
56,3,54.442051
56,4,56.273739
57,0,12.056246
57,1,22.760315
57,2,23.311871
57,3,25.880232
57,4,33.29361
58,0,27.37298
58,1,34.452972
58,2,40.63615
58,3,43.468914
58,4,49.554424
59,0,23.166122
59,1,27.38236
59,2,35.303799
59,3,33.069183
59,4,25.898165
60,0,47.652946
60,1,44.466301
60,2,52.300304
60,3,41.212841
60,4,50.148666
61,0,42.086727
61,1,41.262135
61,2,49.278076
61,3,53.683079
61,4,50.931934
62,0,33.455048
62,1,36.867947
62,2,32.867176
62,3,38.249191
62,4,42.003483
63,0,35.259968
63,1,46.134094
63,2,48.45575
63,3,57.703186
63,4,54.916531
64,0,20.084116
64,1,18.61734
64,2,23.31934
64,3,26.399509
64,4,26.862051
65,0,25.31473
65,1,31.530802
65,2,26.410326
65,3,27.873356
65,4,26.840004
66,0,40.546013
66,1,41.142914
66,2,50.622944
66,3,39.349899
66,4,40.911934
67,0,32.737991
67,1,29.225069
67,2,44.805519
67,3,45.946121
67,4,50.548008
68,0,33.820858
68,1,33.161526
68,2,32.4828
68,3,45.427887
68,4,43.564144
69,0,49.457008
69,1,52.558708
69,2,58.305328
69,3,59.530964
69,4,59.177032
70,0,33.264538
70,1,32.198376
70,2,37.976578
70,3,39.209915
70,4,37.483486
71,0,33.303833
71,1,36.896915
71,2,35.917316
71,3,39.668068
71,4,37.90662
72,0,32.639366
72,1,37.436684
72,2,39.040363
72,3,50.119514
72,4,62.478455
73,0,32.140137
73,1,47.106598
73,2,45.246155
73,3,53.570759
73,4,52.386765
74,0,48.161156
74,1,46.303452
74,2,51.193935
74,3,49.079689
74,4,52.822704
75,0,53.235676
75,1,62.778923
75,2,60.296291
75,3,72.238815
75,4,67.232132
76,0,32.466869
76,1,31.060148
76,2,37.858822
76,3,37.50898
76,4,44.049805
77,0,30.73419
77,1,36.402733
77,2,35.939133
77,3,39.706291
77,4,39.873623
78,0,45.623501
78,1,46.866287
78,2,44.741554
78,3,53.281837
78,4,50.686794
79,0,46.876537
79,1,55.77309
79,2,57.618927
79,3,58.685062
79,4,63.461811
80,0,50.754261
80,1,50.937359
80,2,55.408165
80,3,55.643543
80,4,64.594246
81,0,36.890156
81,1,51.024532
81,2,45.722404
81,3,53.764
81,4,60.923164
82,0,26.311604
82,1,33.397114
82,2,31.024137
82,3,38.055595
82,4,37.897213
83,0,21.17054
83,1,19.652773
83,2,29.393705
83,3,40.618286
83,4,37.151287
84,0,43.499264
84,1,48.376186
84,2,46.14024
84,3,54.581528
84,4,48.214153
85,0,31.007441
85,1,30.878542
85,2,37.444832
85,3,35.555782
85,4,43.390106
86,0,20.248268
86,1,16.851545
86,2,20.066444
86,3,25.478138
86,4,38.283669
87,0,71.549141
87,1,69.534126
87,2,72.533203
87,3,60.561516
87,4,70.104691
88,0,33.054821
88,1,38.000141
88,2,40.142616
88,3,49.435329
88,4,44.735588
89,0,25.238417
89,1,32.044159
89,2,35.0672
89,3,39.520096
89,4,32.889294
90,0,38.540012
90,1,45.18568
90,2,44.411785
90,3,47.045395
90,4,50.538525
91,0,31.846012
91,1,33.919624
91,2,32.465172
91,3,37.350761
91,4,40.410507
92,0,41.001732
92,1,40.394196
92,2,52.415104
92,3,58.483963
92,4,47.442936
93,0,34.40715
93,1,41.239498
93,2,40.319645
93,3,37.961555
93,4,26.723778
94,0,22.393753
94,1,20.675188
94,2,26.796711
94,3,18.750401
94,4,25.013342
95,0,35.100002
95,1,41.468334
95,2,48.154591
95,3,56.401752
95,4,57.428303
96,0,36.767902
96,1,38.20076
96,2,32.056309
96,3,46.019611
96,4,54.18541
97,0,38.858452
97,1,39.053047
97,2,42.384068
97,3,41.394516
97,4,44.773132
98,0,37.213623
98,1,30.85924
98,2,29.962774
98,3,35.084988
98,4,32.951817
99,0,50.212181
99,1,47.203632
99,2,48.797356
99,3,55.183723
99,4,60.761787
100,0,18.497559
100,1,22.486212
100,2,25.484289
100,3,38.098209
100,4,38.08437
