id,time,y
33,4,32.24062
34,0,28.635897
34,1,33.646355
34,2,34.322578
34,3,39.731876
34,4,39.558754
35,0,28.127718
35,1,33.520412
35,2,43.593479
35,3,44.958069
35,4,52.368164
36,0,32.427158
36,1,42.521378
36,2,48.999466
36,3,48.195316
36,4,52.98909
37,0,22.64867
37,1,33.268635
37,2,28.713539
37,3,29.22983
37,4,32.357441
38,0,33.585068
38,1,40.456985
38,2,41.492134
38,3,44.925179
38,4,49.108494
39,0,32.656334
39,1,37.757355
39,2,37.552582
39,3,41.551403
39,4,51.110447
40,0,23.157671
40,1,25.549332
40,2,14.185995
40,3,28.271042
40,4,26.006865
41,0,34.108757
41,1,44.351101
41,2,46.917263
41,3,40.412075
41,4,42.82518
42,0,26.742052
42,1,28.799507
42,2,25.448009
42,3,33.378197
42,4,35.336838
43,0,40.509411
43,1,43.186703
43,2,55.454002
43,3,60.040756
43,4,58.381485
44,0,25.994461
44,1,29.783092
44,2,26.530346
44,3,32.849247
44,4,37.228218
45,0,32.619484
45,1,40.257706
45,2,32.308044
45,3,48.101475
45,4,43.826984
46,0,34.308002
46,1,32.429134
46,2,33.83149
46,3,32.238613
46,4,34.752842
47,0,37.475758
47,1,41.062893
47,2,40.896984
47,3,48.647404
47,4,51.554829
48,0,31.306448
48,1,39.909081
48,2,29.095278
48,3,33.163254
48,4,51.061028
49,0,29.745167
49,1,26.502064
49,2,33.3694
49,3,31.765896
49,4,42.087826
50,0,42.329689
50,1,51.345974
50,2,47.254551
50,3,51.098286
50,4,59.666668
51,0,29.392542
51,1,32.296112
51,2,26.052727
51,3,32.152958
51,4,39.877651
52,0,40.665359
52,1,38.697369
52,2,46.50457
52,3,52.801319
52,4,56.281906
53,0,52.769024
53,1,53.235977
53,2,57.348137
53,3,61.492653
53,4,62.552975
54,0,31.636015
54,1,36.798885
54,2,41.351326
54,3,52.280083
54,4,43.773403
55,0,27.054022
55,1,34.342815
55,2,33.984432
55,3,37.155952
55,4,39.756599
56,0,32.453979
56,1,29.931829
56,2,27.143667
56,3,42.288116
56,4,38.912315
57,0,25.010111
57,1,23.327816
57,2,34.059341
57,3,34.413399
57,4,36.98011
58,0,30.430786
58,1,44.364273
58,2,45.478451
58,3,45.593273
58,4,42.491199
59,0,45.478497
59,1,51.107643
59,2,46.758087
59,3,62.503609
59,4,60.973598
60,0,24.32247
60,1,32.439373
60,2,34.993965
60,3,33.952728
60,4,39.71693
61,0,39.128906
61,1,34.491302
61,2,42.724976
61,3,46.569279
61,4,46.009277
62,0,37.96003
62,1,29.41704
62,2,45.434208
62,3,44.088505
62,4,52.289223
63,0,47.286278
63,1,58.217072
63,2,57.386955
63,3,56.270283
63,4,52.823303
64,0,41.817665
64,1,47.369339
64,2,48.82159
64,3,53.43
64,4,50.64027
65,0,33.184589
65,1,31.611277
65,2,43.92651
65,3,41.932049
65,4,44.839474
66,0,26.730515
66,1,14.418322
66,2,25.95698
66,3,27.029869
66,4,31.330679
67,0,37.084396
67,1,39.025681
67,2,41.566334
67,3,41.409348
67,4,49.16935
68,0,45.158634
68,1,46.467796
68,2,42.751144
68,3,50.547009
68,4,47.990574
69,0,35.789413
69,1,29.851618
69,2,42.732586
69,3,45.72102
69,4,44.15863
70,0,67.905052
70,1,54.351101
70,2,72.692215
70,3,67.614243
70,4,73.952682
71,0,34.113537
71,1,35.449146
71,2,35.82972
71,3,43.009159
71,4,48.073387
72,0,29.965889
72,1,30.433594
72,2,33.203045
72,3,42.305458
72,4,47.090721
73,0,45.73605
73,1,50.890865
73,2,51.097626
73,3,56.018822
73,4,58.946686
74,0,33.828255
74,1,40.190208
74,2,46.290176
74,3,39.482643
74,4,57.126068
75,0,48.833248
75,1,53.956612
75,2,55.362568
75,3,43.996265
75,4,62.497471
76,0,41.566059
76,1,46.278084
76,2,45.519077
76,3,48.539829
76,4,51.119831
77,0,25.578501
77,1,31.078232
77,2,33.001541
77,3,42.943733
77,4,40.674965
78,0,48.654575
78,1,42.623955
78,2,56.176628
78,3,48.838764
78,4,56.797405
79,0,20.766319
79,1,29.784225
79,2,29.343336
79,3,34.386219
79,4,38.825619
80,0,30.795858
80,1,34.999119
80,2,30.34671
80,3,44.732693
80,4,48.259804
81,0,33.939751
81,1,35.881676
81,2,37.99667
81,3,45.378563
81,4,40.958191
82,0,41.836079
82,1,45.96825
82,2,42.984871
82,3,52.681484
82,4,44.478722
83,0,28.914474
83,1,27.503904
83,2,28.937523
83,3,40.190487
83,4,30.038977
84,0,19.899729
84,1,17.309162
84,2,22.792019
84,3,26.473024
84,4,33.472519
85,0,50.014889
85,1,49.232819
85,2,55.586693
85,3,58.257797
85,4,58.992695
86,0,30.413387
86,1,30.066019
86,2,32.596909
86,3,45.862885
86,4,36.806408
87,0,46.199257
87,1,44.832333
87,2,45.228535
87,3,47.470142
87,4,52.429573
88,0,36.135269
88,1,36.886875
88,2,41.262535
88,3,42.362324
88,4,41.45549
89,0,44.17411
89,1,53.373425
89,2,50.303738
89,3,48.269531
89,4,58.50869
90,0,38.154926
90,1,35.444553
90,2,37.395786
90,3,42.438183
90,4,42.625393
91,0,31.633993
91,1,41.98547
91,2,49.614616
91,3,45.396854
91,4,36.793457
92,0,43.248093
92,1,47.329048
92,2,45.523201
92,3,52.905025
92,4,58.825596
93,0,28.05772
93,1,36.152611
93,2,29.316961
93,3,36.667126
93,4,35.843643
94,0,23.822878
94,1,32.528503
94,2,31.479975
94,3,36.623302
94,4,32.43848
95,0,43.913727
95,1,40.961044
95,2,44.639889
95,3,50.600853
95,4,44.783089
96,0,37.675262
96,1,32.169277
96,2,39.994045
96,3,47.723728
96,4,43.935982
97,0,46.313343
97,1,51.317719
97,2,57.525272
97,3,62.700474
97,4,60.700439
98,0,13.614378
98,1,25.763094
98,2,24.502342
98,3,21.16227
98,4,22.937422
99,0,43.019199
99,1,45.727707
99,2,50.831387
99,3,50.536419
99,4,49.492344
100,0,37.104538
100,1,47.769188
100,2,48.009754
100,3,44.255535
100,4,57.781757
